Year,State,Company,Orchard,Region,Region Wt,Block,Area ha,TotalOrchard Area,Orchard wt,Orchard_Scale,RegionTotal Ha,Row,Tree,Tree#,Variety,Year,Days over 40C,Days over 35C,Total Amount of rain ml since 1 Jan ,No of rain days since 1 Jan ,Days since last rain <5days from assess,Amt rain in last event<5days from assess,Days since last rain >5days from assess,Amt rain in last event>5days from assess,Total rain Jan mm,No rain days Jan,Total rain Feb mm,No rain days Feb,Rain 1st week Jan,Rain 2nd week  Jan,Rain 3rd week  Jan,Rain 4th week  Jan,Rain within 7 days of assessment,Rain within 10 days of assessment,HR assessed,Root stock,Row spacing,Tree spacing,Irrigation,Crop prior,Bacterial spot,blossom blight fungicide,shot hole fungicide,Rust fungicide,anthracnose fungicide,hull rot fungicide,biologicals,alternatives,"deficit irrigation (No, RDI, SDI)",Split date NP,HullRot_WTD,HullRotJOhull,HR comboF,Hull split,LLDB dead branches,LLDBYellowing,LLDB combo,Gumtrunk,Gumscaffold,Gumtree crotch,Trunkcankers,Twig canker,Foamy canker,TD combo,Wilting - whole tree decline,Wilting - one scaffold,Wiltcombo,Anthracnose - nut,Anthracnose - leaf,Anthracnose combo,Bacterial spot - nut,Bacterial spot - leaf,Bacterial spot combo,Scab - nut,Scab - leaf,Scab combo,Rust,Shot Hole - nut,Shot Hole - leaf,Shotholecombo,Alternaria leaf spot,Unknown leaf spot/ symptom,Unknown fruit spot/ symptom,Unknown fruit gum
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,13,20,17,NP,1999,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,1,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,13,88,18,NP,1999,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,15,1,19,NP,1999,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,1,1,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,15,49,20,NP,1999,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,1,0,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,17,25,23,NP,1999,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,17,49,24,NP,1999,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,1,1,Split,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,17,83,25,NP,1999,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,19,93,26,NP,1999,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,1,0,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,23,50,29,NP,1999,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,1,0,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,23,64,30,NP,1999,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,29,64,33,NP,1999,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,4,41,3,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,1,0,1,Split,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,8,59,4,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,1,1,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,12,41,6,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,14,27,7,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,1,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,16,37,10,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,18,31,11,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,18,37,12,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,20,51,14,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,1,1,Split,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,22,58,15,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,26,55,17,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,F7,6.45,600,0.395935067,3.5634156,7910,4,49,4,NP,1999,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,11.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,1,1,Split,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,F7,6.45,600,0.395935067,3.5634156,7910,5,59,5,NP,1999,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,11.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,1,0,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,F7,6.45,600,0.395935067,3.5634156,7910,7,26,7,NP,1999,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,11.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,F7,6.45,600,0.395935067,3.5634156,7910,8,3,8,NP,1999,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,11.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,1,1,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,F7,6.45,600,0.395935067,3.5634156,7910,9,26,9,NP,1999,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,11.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,1,0,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,G4,10.09,600,0.395935067,3.5634156,7910,4,5,4,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,11.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,G4,10.09,600,0.395935067,3.5634156,7910,4,41,5,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,11.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,G4,10.09,600,0.395935067,3.5634156,7910,8,5,9,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,11.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,1,1,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,G4,10.09,600,0.395935067,3.5634156,7910,8,21,10,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,11.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,G4,10.09,600,0.395935067,3.5634156,7910,8,98,11,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,11.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,G4,10.09,600,0.395935067,3.5634156,7910,10,36,12,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,11.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,G4,10.09,600,0.395935067,3.5634156,7910,10,67,13,NP,2000,13,22,6,2,,0.0,7,2.2,4,1,2,1,0,0,0,,0,0,11.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
