Year,State,Company,Orchard,Region,Region Wt,Block,Area ha,TotalOrchard Area,Orchard wt,Orchard_Scale,RegionTotal Ha,Row,Tree,Tree#,Variety,Days over 40C,Days over 35C,Total Amount of rain ml since 1 Jan ,No of rain days since 1 Jan ,Days since last rain <5days from assess,Amt rain in last event<5days from assess,Days since last rain >5days from assess,Amt rain in last event>5days from assess,Total rain Jan mm,No rain days Jan,Total rain Feb mm,No rain days Feb,Rain 1st week Jan,Rain 2nd week  Jan,Rain 3rd week  Jan,Rain 4th week  Jan,Rain within 7 days of assessment,Rain within 10 days of assessment,HR assessed,Root stock,Row spacing,Tree spacing,Irrigation,Crop prior,Bacterial spot,blossom blight fungicide,shot hole fungicide,Rust fungicide,anthracnose fungicide,hull rot fungicide,biologicals,alternatives,"deficit irrigation (No, RDI, SDI)",Split date NP,HullRot_WTD,HullRotJOhull,HR comboF,Hull split,LLDB dead branches,LLDBYellowing,LLDB combo,Gumtrunk,Gumscaffold,Gumtree crotch,Trunkcankers,Twig canker,Foamy canker,TD combo,Wilting - whole tree decline,Wilting - one scaffold,Wiltcombo,Anthracnose - nut,Anthracnose - leaf,Anthracnose combo,Bacterial spot - nut,Bacterial spot - leaf,Bacterial spot combo,Scab - nut,Scab - leaf,Scab combo,Rust,Shot Hole - nut,Shot Hole - leaf,Shotholecombo,Alternaria leaf spot,Unknown leaf spot/ symptom,Unknown fruit spot/ symptom,Unknown fruit gum
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,1,54,2,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,3,69,3,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,7,10,6,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,7,29,7,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,7,88,8,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,9,5,9,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,9,20,10,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,1,0,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,9,34,11,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,9,93,12,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,13,20,17,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,1,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,13,88,18,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,15,1,19,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,1,1,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,15,49,20,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,1,0,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,17,25,23,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,17,49,24,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,1,1,Split,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,17,83,25,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,19,93,26,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,1,0,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,23,50,29,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,1,0,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,23,64,30,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,29,64,33,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,10,64,13,Peerless,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Not split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,26,50,31,Peerless,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Not split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,D6,9.94,600,0.395935067,3.5634156,7910,26,59,32,Peerless,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Not split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,1,3,1,Carmel,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,3,59,2,Carmel,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,9,3,5,Carmel,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,1,1,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,15,31,8,Carmel,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,1,1,Split,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,15,58,9,Carmel,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,19,17,13,Carmel,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,23,27,16,Carmel,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Split,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,27,48,18,Carmel,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Not split,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,27,41,19,Carmel,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,0,0,0,Not split,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,Century,Century Loxton,Riverland,0.199435228,E8,5.88,600,0.395935067,3.5634156,7910,4,41,3,NP,13,22,6,2,,0,7,2.2,4,1,2,1,0,0,0,,0,0,14.2.19,Nemaguard,7,5,Sprinkler,Broad acre,Copper,Azoxystrobin,Nil,"Azoxystrobin, Propiconazole","Mancozeb, Azoxystrobin, Chlorothalonil",Fluopyram/Trifloxystrobin,Nil,Nil,RDI,,1,0,1,Split,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
